"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0044233","CC","GO:0044233","mitochondria-associated endoplasmic reticulum membrane contact site",25,-0.654190162543934,-1.42644638801723,0.0457142857142857,0.0457142857142857,0.460040721588103,9830,"tags=52%, list=13%, signal=45%","ACSL4/VPS13A/ATAD3A/TOMM40/BCAP31/CANX/TMX1/SELENON/PDZD8/MBOAT7/BCL2L10/RAB38/RAB32"
"GO:0015662","MF","GO:0015662","P-type ion transporter activity",25,-0.654408342847547,-1.42692212507939,0.0457142857142857,0.0457142857142857,0.460040721588103,11599,"tags=52%, list=15%, signal=44%","ATP2B2/ATP13A1/ATP13A2/TMEM94/ATP1A1/ATP4A/ATP2C2/ATP2C1/ATP4B/ATP2B1/ATP1A4/ATP7B/ATP1B1"
"GO:0140358","MF","GO:0140358","P-type transmembrane transporter activity",25,-0.654408342847547,-1.42692212507939,0.0457142857142857,0.0457142857142857,0.460040721588103,11599,"tags=52%, list=15%, signal=44%","ATP2B2/ATP13A1/ATP13A2/TMEM94/ATP1A1/ATP4A/ATP2C2/ATP2C1/ATP4B/ATP2B1/ATP1A4/ATP7B/ATP1B1"
"GO:1904440","BP","GO:1904440","positive regulation of iron ion import across plasma membrane",3,-0.921641355631894,-1.42716317645495,0.0467479674796748,0.0467479674796748,0.460542034875639,1199,"tags=67%, list=2%, signal=66%","MIR210/LCN2"
"GO:0032465","BP","GO:0032465","regulation of cytokinesis",96,-0.520228650799755,-1.42753700154577,0.00894454382826476,0.00894454382826476,0.23064571600491,12678,"tags=40%, list=16%, signal=33%","OPN1MW3/BBS4/ENTR1/CALM3/CXCR5/KIF3B/RACGAP1/CSPP1/INCENP/AURKC/PLK1/CETN2/AURKB/CDC42/ARF6/SPAST/CDC25B/CIT/CDCA8/OPN1MW2/KIF20A/CDC6/BIRC5/KIF14/CHMP3/FSD1/BRCA2/AURKA/CHMP4C/RAB11FIP4/SVIL/KLHL21/ECT2/KIF13A/PKP4/KLHL13/CDC14B/DRD3"
"GO:0048677","BP","GO:0048677","axon extension involved in regeneration",4,-0.90008275093591,-1.42762753669538,0.0464646464646465,0.0464646464646465,0.460040721588103,1929,"tags=75%, list=2%, signal=73%","TNR/NTRK3/LAMB2"
"GO:0004668","MF","GO:0004668","protein-arginine deiminase activity",4,-0.900308626230679,-1.42798579907774,0.0464646464646465,0.0464646464646465,0.460040721588103,7822,"tags=100%, list=10%, signal=90%","PADI3/PADI4/PADI2"
"GO:0010984","BP","GO:0010984","regulation of lipoprotein particle clearance",38,-0.601035963294486,-1.42809649258287,0.036036036036036,0.036036036036036,0.418894699958183,6894,"tags=21%, list=9%, signal=19%","APOC3/NR1H4/ABCC8/LRPAP1/LDLR/PCSK9/APOC1/ITGAV"
"GO:0045601","BP","GO:0045601","regulation of endothelial cell differentiation",46,-0.578759172530679,-1.42837591392538,0.0472854640980736,0.0472854640980736,0.461581552407311,13509,"tags=39%, list=17%, signal=32%","PROC/FOXJ2/S1PR2/BMP6/NOTCH1/BMP4/TNFRSF1A/GDF2/BTG1/PLCB1/ACVRL1/ZEB1/F11R/ATOH8/DSG2/S1PR3/VEGFA/JAG1"
"GO:0097501","BP","GO:0097501","stress response to metal ion",21,-0.664970356597864,-1.42848390425188,0.0476190476190476,0.0476190476190476,0.462149113001596,3782,"tags=29%, list=5%, signal=27%","SLC30A10/MT1G/MT2A/MT1E/MT1M/SLC11A1"
"GO:0060740","BP","GO:0060740","prostate gland epithelium morphogenesis",28,-0.631108758970402,-1.42861820464383,0.0490018148820327,0.0490018148820327,0.46857541988703,10518,"tags=46%, list=13%, signal=40%","NOTCH1/FOXA1/STAT5A/NOG/BMP4/SFRP1/IGF1/SHH/NKX3-1/FGFR2/AR/CYP7B1/MMP2"
"GO:0034368","BP","GO:0034368","protein-lipid complex remodeling",41,-0.594954002854214,-1.42861949041471,0.036231884057971,0.036231884057971,0.419598299528304,7670,"tags=37%, list=10%, signal=33%","CETP/APOC3/AGT/NR1H4/PNLIPRP1/FURIN/LPL/PLTP/PCSK5/AGTR1/PLA2G7/APOC1/ABCA5/APOA2/MPO"
"GO:0034369","BP","GO:0034369","plasma lipoprotein particle remodeling",41,-0.594954002854214,-1.42861949041471,0.036231884057971,0.036231884057971,0.419598299528304,7670,"tags=37%, list=10%, signal=33%","CETP/APOC3/AGT/NR1H4/PNLIPRP1/FURIN/LPL/PLTP/PCSK5/AGTR1/PLA2G7/APOC1/ABCA5/APOA2/MPO"
"GO:0071486","BP","GO:0071486","cellular response to high light intensity",3,-0.922963723777715,-1.42921086573441,0.0467479674796748,0.0467479674796748,0.460542034875639,372,"tags=67%, list=0%, signal=66%","SLC24A2/SLC24A4"
"GO:0031737","MF","GO:0031737","CX3C chemokine receptor binding",3,-0.922985768708581,-1.42924500234662,0.0467479674796748,0.0467479674796748,0.460542034875639,1559,"tags=100%, list=2%, signal=98%","CX3CR1/CCL26"
"GO:0019646","BP","GO:0019646","aerobic electron transport chain",93,-0.52454792862392,-1.42937255733274,0.0072202166064982,0.0072202166064982,0.217362831564559,16663,"tags=51%, list=21%, signal=40%","ISCU/UQCRB/PARK7/NDUFV3/UQCC3/NDUFS8/MT-ND1/CYC1/COQ9/MT-CO3/UQCRC1/MT-ND2/NDUFS1/NDUFS7/NDUFAF1/NDUFB3/MT-ND4/NDUFA8/MT-ND4L/NDUFA6/COX5A/UQCRQ/MT-CO1/COX7A2P2/NDUFB10/DLD/UQCRFS1/PINK1/NDUFAB1/NDUFB7/COX6C/COX7A2L/NDUFB2/NDUFB6/UQCRH/COX7C/COX4I1/NDUFC1/NDUFA3/MT-ND5/SDHC/COX6B1/MT-ND6/COX5B/NDUFS2/NDUFB9/NDUFC2"
"GO:0002823","BP","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",70,-0.538393538269932,-1.42969455195087,0.0372340425531915,0.0372340425531915,0.426003676354758,10477,"tags=39%, list=13%, signal=33%","PARP3/STAT5A/ARG1/HAVCR2/IL1RL1/CD46/IL20RB/CR1L/KLRC1/ZC3H12A/SUSD4/JAK3/PTPN6/PTPRC/IL27RA/BCL6/KLRD1/IL4R/C4BPA/FOXJ1/ASCL2/NDFIP1/LOXL3/ZBTB7B/CR1/HLA-G/FCGR2B"
"GO:0032509","BP","GO:0032509","endosome transport via multivesicular body sorting pathway",44,-0.585940102329313,-1.42976391033359,0.0388007054673721,0.0388007054673721,0.432002941058344,15253,"tags=48%, list=19%, signal=38%","SNF8/PTPN23/UBXN6/LEPROTL1/VPS28/LEPROT/CHMP5/STAM2/HGS/TMEM50B/CHMP2A/TMEM50A/VPS37A/CHMP3/VPS25/VPS37C/CHMP4C/RUFY4/LYST/DENND10/LAPTM4B"
"GO:0016859","MF","GO:0016859","cis-trans isomerase activity",42,-0.588495333415043,-1.4304241154836,0.0373001776198934,0.0373001776198934,0.426003676354758,16528,"tags=50%, list=21%, signal=39%","PPIAL4A/RPE65/PTPA/GSTZ1/FKBP15/PPIL3/PPID/FKBP7/PPIA/PPIG/AIPL1/PPIL1/FKBP8/DEGS1/PPIE/PPIF/FKBP1C/FKBP9/PPIB/FKBP10/FKBP1B"
"GO:0071673","BP","GO:0071673","positive regulation of smooth muscle cell chemotaxis",4,-0.902660297169218,-1.43171580077549,0.0404040404040404,0.0404040404040404,0.439843891440719,2402,"tags=50%, list=3%, signal=48%","LPAR1/PDGFD"
"GO:0031091","CC","GO:0031091","platelet alpha granule",90,-0.52702852360155,-1.43180074958222,0.014336917562724,0.014336917562724,0.278719517639956,5626,"tags=29%, list=7%, signal=27%","SERPINE2/APLP2/PROS1/SELP/ORM2/QSOX1/VEGFD/SERPING1/STXBP1/THBS1/ORM1/SPARC/ACTN1/F13A1/ALDOA/APP/CD36/ITGA2B/TOR4A/PHACTR2/F5/SERPINA1/SRGN/VEGFA/CLU/CFD"
"GO:0141052","MF","GO:0141052","histone H3 demethylase activity",28,-0.632728464267126,-1.43228467328362,0.0471869328493648,0.0471869328493648,0.461581552407311,6150,"tags=18%, list=8%, signal=16%","KDM6B/KDM7A/KDM4A/UTY/KDM5D"
"GO:0010046","BP","GO:0010046","response to mycotoxin",5,-0.867042675041204,-1.43240275740033,0.049800796812749,0.049800796812749,0.471877116999414,9457,"tags=80%, list=12%, signal=70%","CERS1/ABCB1/ASS1/LCN2"
"GO:0046915","MF","GO:0046915","transition metal ion transmembrane transporter activity",44,-0.587076344386844,-1.43253647681402,0.0352733686067019,0.0352733686067019,0.415725084455735,11231,"tags=43%, list=14%, signal=37%","SLC30A6/ATP13A1/SLC30A10/SLC30A5/SLC30A9/SLC39A7/SLC39A14/SLC31A2/SLC46A3/ATP2C2/SLC25A37/ATP2C1/MCOLN1/MCOLN2/SLC39A11/SLC11A1/ATP7B/SLC40A1/SLC30A8"
"GO:0008410","MF","GO:0008410","CoA-transferase activity",5,-0.867426777024257,-1.43303731525485,0.047808764940239,0.047808764940239,0.462746843479798,1887,"tags=60%, list=2%, signal=59%","ACAA1/SUGCT/ACSM3"
"GO:0001655","BP","GO:0001655","urogenital system development",68,-0.541334630304287,-1.43309988710247,0.0334507042253521,0.0334507042253521,0.408531413279948,10940,"tags=37%, list=14%, signal=32%","STK11/CRIP1/NOTCH1/FOXA1/STAT5A/NOG/BMP4/SFRP1/IGF1/SERPINF1/SHH/GLI1/PSAP/RARA/PBX1/NKX3-1/EPHB2/FGFR2/PRLR/PAX2/ALOX15B/AR/CYP7B1/MMP2/GATA2"
"GO:0006120","BP","GO:0006120","mitochondrial electron transport, NADH to ubiquinone",52,-0.569430499913002,-1.4334719674643,0.0347222222222222,0.0347222222222222,0.414252566446351,16663,"tags=56%, list=21%, signal=44%","ISCU/PARK7/NDUFV3/NDUFS8/MT-ND1/COQ9/MT-ND2/NDUFS1/NDUFS7/NDUFAF1/NDUFB3/MT-ND4/NDUFA8/MT-ND4L/NDUFA6/NDUFB10/DLD/PINK1/NDUFAB1/NDUFB7/NDUFB2/NDUFB6/NDUFC1/NDUFA3/MT-ND5/MT-ND6/NDUFS2/NDUFB9/NDUFC2"
"GO:0032732","BP","GO:0032732","positive regulation of interleukin-1 production",77,-0.535129884504782,-1.43348282333799,0.0192644483362522,0.0192644483362522,0.317029826310274,7259,"tags=32%, list=9%, signal=29%","JAK2/TRIM16/MYD88/STAT3/FZD5/STMP1/NLRC4/F2RL1/ORM2/NAIP/LPL/NOD2/AIM2/CAMP/INAVA/ORM1/TLR8/APP/LILRA5/CD36/MEFV/NLRP12/TYROBP/EGR1/AZU1"
"GO:0070193","BP","GO:0070193","synaptonemal complex organization",28,-0.633273777494091,-1.43351907922745,0.0453720508166969,0.0453720508166969,0.460040721588103,5261,"tags=46%, list=7%, signal=43%","HORMAD1/REC8/PLK1/TRIP13/SYCE2/AGO4/MCMDC2/SYCE1/SYCP2/P3H4/TERB2/SYCE3/TEX15"
"GO:0072528","BP","GO:0072528","pyrimidine-containing compound biosynthetic process",46,-0.581047603739786,-1.43402375533318,0.0455341506129597,0.0455341506129597,0.460040721588103,12713,"tags=43%, list=16%, signal=36%","NME2/DHFR2/TYMS/SLC19A3/NME6/CAD/DCTD/NME3/CDK1/TPK1/DUT/NME9/TK1/NME4/CMPK2/CPS1/SLC19A2/UPP2/CDA/UPP1"
"GO:0030395","MF","GO:0030395","lactose binding",3,-0.926338396619324,-1.43443655225845,0.0426829268292683,0.0426829268292683,0.447777536306752,64,"tags=67%, list=0%, signal=67%","LGALS1/LGALS12"
"GO:0004566","MF","GO:0004566","beta-glucuronidase activity",3,-0.926651505645264,-1.43492140210737,0.040650406504065,0.040650406504065,0.440343589829831,3238,"tags=67%, list=4%, signal=64%","GUSB/KL"
"GO:0140029","BP","GO:0140029","exocytic process",96,-0.523074398436042,-1.43534589488837,0.00715563506261181,0.00715563506261181,0.216718131015334,12089,"tags=38%, list=15%, signal=32%","PSEN1/LYN/SNPH/GRIK5/TPRG1L/STXBP3/VTI1B/SNAP29/ARF6/OSBPL2/RPH3AL/RPH3A/STX2/STX1B/DOC2A/VAMP8/SYT8/RALB/VAMP3/PLEK/GNAO1/SYT2/STXBP2/UNC13B/SYNGR3/STXBP1/BRSK1/EXOC6B/SLC18A2/SEPTIN5/STX11/RAB44/STXBP5/FCER1G/DOC2B/NLGN1"
"GO:0002157","BP","GO:0002157","positive regulation of thyroid hormone receptor signaling pathway",3,-0.926982195403025,-1.43543347574884,0.040650406504065,0.040650406504065,0.440343589829831,5727,"tags=67%, list=7%, signal=62%","THRB/RXRA"
"GO:0045957","BP","GO:0045957","negative regulation of complement activation, alternative pathway",3,-0.927231453968092,-1.4358194530526,0.040650406504065,0.040650406504065,0.440343589829831,5710,"tags=100%, list=7%, signal=93%","VSIG4/CR1"
"GO:2001260","BP","GO:2001260","regulation of semaphorin-plexin signaling pathway",3,-0.927273972894118,-1.43588529368047,0.040650406504065,0.040650406504065,0.440343589829831,1020,"tags=100%, list=1%, signal=99%","GDNF/NCAM1"
"GO:1901874","BP","GO:1901874","negative regulation of post-translational protein modification",94,-0.525844175028769,-1.43700933748544,0.00716845878136201,0.00716845878136201,0.216718131015334,13953,"tags=40%, list=18%, signal=33%","SIRT7/SQSTM1/PPIA/DTX3L/SVBP/GPS2/VPS28/ABL1/MARCHF7/RPL11/PER2/SPOPL/MAD2L1/MIR138-1/SH3RF2/P3H1/CHP1/CAPN3/GCLC/COPS9/CRTAP/AKT1/HDAC8/MINAR1/BAG2/IVNS1ABP/ARRB2/FBXO5/TRIM21/HSPA1A/TSPO/BEX4/ISG15/ADGRB1/BEX2/BEX1/BEX3/CAV1"
"GO:1900076","BP","GO:1900076","regulation of cellular response to insulin stimulus",81,-0.535778889033294,-1.43708981308982,0.0142857142857143,0.0142857142857143,0.278160078374901,12381,"tags=33%, list=16%, signal=28%","ZNF592/NCL/ADIPOR1/USO1/LONP1/SERPINA12/CUL7/SORBS1/PIP4K2A/C1QTNF12/TNS2/RBX1/NCOA1/NR1H4/PRKCD/BLVRB/ATP2B1/PTPRJ/PID1/PRKCZ/ZBTB7B/GRB10/CTSD/PIP4K2C/TRIB3/PPARG/SOCS3"
"GO:0140272","MF","GO:0140272","exogenous protein binding",82,-0.536570625251664,-1.43715694474404,0.0124555160142349,0.0124555160142349,0.260959006393545,10674,"tags=40%, list=14%, signal=35%","AXL/LAMP1/NECTIN1/TNFRSF4/SLC3A2/CDK1/CD46/CD55/CLDN6/ITGA2/TFRC/NECTIN2/TNFRSF14/ITGB6/HSPA1A/F11R/SLC7A1/HAVCR1/HYAL2/ITGB7/BSG/LDLR/DPP4/CLDN9/NECTIN4/PLSCR1/NCAM1/CR1/ACE2/ITGAV/CD4/SELPLG/ANPEP"
"GO:0033280","BP","GO:0033280","response to vitamin D",43,-0.590185165016018,-1.43723360462516,0.0337477797513321,0.0337477797513321,0.409969677622503,5951,"tags=40%, list=8%, signal=37%","SFRP1/CDON/CYP27B1/PHEX/TRIM24/FES/STC2/VDR/TPCN2/TRIM25/ABCB1/RXRA/AQP3/PIM1/CD4/SLC22A4/KL"
"GO:0003081","BP","GO:0003081","regulation of systemic arterial blood pressure by renin-angiotensin",33,-0.621718101087706,-1.43764551202582,0.0437956204379562,0.0437956204379562,0.456090676230004,7957,"tags=48%, list=10%, signal=44%","ATP6AP2/AGT/F2R/EDNRB/CYBA/F2RL1/ACE/PCSK5/RPS6KA2/AGTR1/PRCP/CTSZ/ACE2/ENPEP/ANPEP/CTSG"
"GO:0042759","BP","GO:0042759","long-chain fatty acid biosynthetic process",40,-0.602609255476952,-1.43806751041447,0.0381818181818182,0.0381818181818182,0.430131807100114,11176,"tags=57%, list=14%, signal=49%","ELOVL2/ELOVL6/FADS2/GSTP1/ELOVL5/ABCD1/ACSL4/CYP2E1/ACSBG1/SCP2/ALOXE3/ABCD2/ACOT7/ALOX5/GSTM2/ALOX12B/GSTM4/HSD17B4/EHHADH/LTC4S/PTGS2/ALOX15B/ALOX15"
"GO:0140825","MF","GO:0140825","lactoperoxidase activity",4,-0.906871376397711,-1.4383950229465,0.0323232323232323,0.0323232323232323,0.402669170060588,223,"tags=50%, list=0%, signal=50%","EPX/LPO"
"GO:0010458","BP","GO:0010458","exit from mitosis",31,-0.629386850078593,-1.43841028042877,0.0475319926873857,0.0475319926873857,0.462149113001596,12728,"tags=45%, list=16%, signal=38%","NPM2/PPP1R9B/TGFB1/UBE2S/CTDP1/SPAST/CHMP2A/BIRC5/UBE2C/ANLN/RGCC/NFIA/CDC14B/CDKN1C"
"GO:0017004","BP","GO:0017004","cytochrome complex assembly",44,-0.589569538171137,-1.43862016775799,0.0352733686067019,0.0352733686067019,0.415725084455735,17495,"tags=50%, list=22%, signal=39%","COX19/COA4/SURF1/UQCC3/BCS1L/MT-CO3/COA6/TIMM21/COX10/COX17/COA3/SLC25A46/TMEM223/OCIAD2/UQCRFS1/SMIM20/UQCC4/TACO1/STMP1/CYBA/SCO2/UQCC2"
"GO:0060425","BP","GO:0060425","lung morphogenesis",61,-0.557550448025012,-1.43866722523912,0.0284697508896797,0.0284697508896797,0.387719846662608,11449,"tags=39%, list=15%, signal=34%","RDH10/SRF/CDC42/FOXA1/MAP2K2/NOG/COL6A1/ID1/BMP4/IGF1/GRHL2/STK40/CELSR1/SHH/DLG5/VANGL2/PLOD3/CTSH/HIPK2/EXT1/FGFR2/LIF/CTSZ/RSPO2"
"GO:0071827","BP","GO:0071827","plasma lipoprotein particle organization",58,-0.564949454797273,-1.43885604091906,0.0264084507042254,0.0264084507042254,0.373294505382404,7670,"tags=34%, list=10%, signal=31%","NR1H2/CETP/ABCA7/APOC3/AGT/DGAT1/FECH/NR1H4/PLAGL2/PNLIPRP1/FURIN/LPL/PLTP/PCSK5/AGTR1/PLA2G7/APOC1/ABCA5/APOA2/MPO"
"GO:0014850","BP","GO:0014850","response to muscle activity",33,-0.62225195247545,-1.4388799767299,0.041970802919708,0.041970802919708,0.444320196578255,9291,"tags=36%, list=12%, signal=32%","COL6A1/CAPN3/ITGA2/TNS2/AGT/SELENON/MYOG/ADSS1/PERM1/PRKN/PPARGC1A/PRKAG3"
"GO:0003941","MF","GO:0003941","L-serine ammonia-lyase activity",3,-0.929256705551246,-1.43895555850715,0.0345528455284553,0.0345528455284553,0.413672199615717,1337,"tags=67%, list=2%, signal=66%","SDSL/SDS"
"GO:0002707","BP","GO:0002707","negative regulation of lymphocyte mediated immunity",69,-0.543480109448234,-1.43901898786642,0.0285204991087344,0.0285204991087344,0.387719846662608,10784,"tags=39%, list=14%, signal=34%","TGFB1/SERPINB4/PARP3/CRK/ARG1/HAVCR2/CD46/IL20RB/NECTIN2/CR1L/KLRC1/SUSD4/PTPN6/PTPRC/TIGIT/ARRB2/BCL6/KLRD1/C4BPA/FOXJ1/KIR2DL4/NDFIP1/NECTIN4/CR1/HLA-G/FCGR2B/CLEC12B"
"GO:0097242","BP","GO:0097242","amyloid-beta clearance",42,-0.59203429487781,-1.43902607973493,0.0301953818827709,0.0301953818827709,0.396469693604937,11503,"tags=52%, list=15%, signal=45%","RAB11B/SRF/CYP51A1/PICALM/SREBF2/IFNGR1/ABCA7/TTPA/IGF1R/C3/LRPAP1/MARCO/LDLR/IL4/C5AR1/APP/LRP1/CD36/ITGAM/ITGB2/TYROBP/CLU"
"GO:0006998","BP","GO:0006998","nuclear envelope organization",63,-0.554009257807944,-1.43927155352953,0.0323159784560144,0.0323159784560144,0.402669170060588,16274,"tags=51%, list=21%, signal=40%","DCTN1/DES/UBE2I/CTDNEP1/PRKCB/TMEM43/LMNB1/NEMP1/BANF1/LMNA/NSFL1C/CHEK1/DMPK/PLK1/ZMPSTE24/CHMP5/LMNB2/SPAST/CDK1/TOR1B/UBXN2B/NEK6/TOR1AIP1/CDC25A/CHMP2A/ICMT/CHMP3/REEP4/TMEM170A/CHMP4C/TOR1A/PRKCA"
"GO:0016191","BP","GO:0016191","synaptic vesicle uncoating",3,-0.929476317775353,-1.43929562840248,0.0345528455284553,0.0345528455284553,0.413672199615717,1381,"tags=67%, list=2%, signal=65%","SYNJ1/DNAJC6"
"GO:0035879","BP","GO:0035879","plasma membrane lactate transport",5,-0.871218641558371,-1.43930168651443,0.0418326693227092,0.0418326693227092,0.444320196578255,6063,"tags=60%, list=8%, signal=55%","ACACB/SLC16A7/SLC16A3"
"GO:1901879","BP","GO:1901879","regulation of protein depolymerization",96,-0.524536188205254,-1.43935712914244,0.00715563506261181,0.00715563506261181,0.216718131015334,12939,"tags=44%, list=17%, signal=37%","LMOD1/SH3BP1/TMOD2/TRIOBP/HDGFL3/ADD2/TMOD3/SLN/DMTN/SCIN/CIB1/TRPV4/CAPZB/AURKB/CFL2/SPAST/SPEF1/SPTBN2/KATNB1/WDR1/TPX2/FLII/CAPG/STMN2/CAPZA1/TWF2/DIAPH3/ASPH/SPTB/PLEK/CAMSAP2/SVIL/DSTN/GSN/KIF21A/F2RL1/ASB2/CARMIL1/LIMA1/NAV3/CRACD/FGF13"
"GO:0014858","BP","GO:0014858","positive regulation of skeletal muscle cell proliferation",4,-0.907488649696475,-1.4393740844362,0.0303030303030303,0.0303030303030303,0.396469693604937,7259,"tags=100%, list=9%, signal=91%","STAT3/SHH/SELENON"
"GO:0070442","CC","GO:0070442","integrin alphaIIb-beta3 complex",3,-0.929539363186916,-1.43939325432744,0.0345528455284553,0.0345528455284553,0.413672199615717,3852,"tags=67%, list=5%, signal=63%","TSPAN32/ITGA2B"
"GO:0071548","BP","GO:0071548","response to dexamethasone",44,-0.589889429780323,-1.43940074153373,0.0352733686067019,0.0352733686067019,0.415725084455735,10784,"tags=36%, list=14%, signal=31%","TGFB1/CEBPA/PCK1/CBX3/POR/AXIN2/JAK2/SERPINF1/FECH/CFLAR/ABCB1/GBA1/EPO/ASS1/CPS1/GHSR"
"GO:0048682","BP","GO:0048682","sprouting of injured axon",5,-0.871335008970843,-1.43949393195666,0.0418326693227092,0.0418326693227092,0.444320196578255,1929,"tags=60%, list=2%, signal=59%","PUM2/NTRK3/LAMB2"
"GO:0046209","BP","GO:0046209","nitric oxide metabolic process",89,-0.531043244311977,-1.43957964804039,0.00897666068222621,0.00897666068222621,0.230993651056282,9504,"tags=35%, list=12%, signal=31%","ACVR2A/MTARC1/NQO1/POR/IGF1/RORA/AKT1/CYB5R3/JAK2/NOS3/ZC3H12A/SELENOS/KLF4/ASL/STAT1/CYP1B1/TSPO/SIRPA/ASS1/DDAH1/CPS1/CX3CR1/PIK3CB/APP/CD36/TLR5/PTGS2/ITGB2/CLU/MTARC2/CAV1"
"GO:0086005","BP","GO:0086005","ventricular cardiac muscle cell action potential",38,-0.605925894304961,-1.43971525377438,0.036036036036036,0.036036036036036,0.418894699958183,5003,"tags=26%, list=6%, signal=25%","KCNQ1/DSP/RNF207/SCN5A/CACNA1C/PKP2/DSG2/KCNH2/DSC2/CAV1"
"GO:0061171","BP","GO:0061171","establishment of bipolar cell polarity",3,-0.930222368531535,-1.44045088924281,0.032520325203252,0.032520325203252,0.402669170060588,4678,"tags=67%, list=6%, signal=63%","CRB1/PRICKLE1"
"GO:0033028","BP","GO:0033028","myeloid cell apoptotic process",41,-0.59988432098908,-1.4404583024029,0.0344202898550725,0.0344202898550725,0.413672199615717,10495,"tags=41%, list=13%, signal=36%","ADAM17/GAS6/ARF6/STAT5A/IRF7/IL6/MAEA/STAT5B/SELENOS/ITPKB/NOD2/EPO/PIK3CB/FCAR/SLC7A11/GHSR/FCER1G"
"GO:0004177","MF","GO:0004177","aminopeptidase activity",41,-0.599969489520477,-1.44066281136215,0.0344202898550725,0.0344202898550725,0.413672199615717,7388,"tags=29%, list=9%, signal=27%","DPP7/RNPEP/LTA4H/METAP1D/NPEPL1/CTSH/DPP4/PLBD1/ENPEP/NAALADL1/MMP15/ANPEP"
"GO:0008206","BP","GO:0008206","bile acid metabolic process",51,-0.576088102710382,-1.44082559443009,0.0336879432624113,0.0336879432624113,0.409643999443749,9484,"tags=41%, list=12%, signal=36%","OSBPL2/SULT2A1/CYP39A1/SCP2/AKR1C1/NR1H4/OSBPL6/OSBPL1A/STARD4/ABCB11/MALRD1/PROX1/CYP27A1/AKR1C4/CYP7A1/CES1/HSD3B7/STAR/SLC27A2/CYP7B1/KIT"
"GO:0007130","BP","GO:0007130","synaptonemal complex assembly",25,-0.66102088022114,-1.44134060856057,0.04,0.04,0.43794988699175,5261,"tags=40%, list=7%, signal=37%","TRIP13/SYCE2/AGO4/MCMDC2/SYCE1/SYCP2/P3H4/TERB2/SYCE3/TEX15"
"GO:0006879","BP","GO:0006879","intracellular iron ion homeostasis",78,-0.537449080794172,-1.44157894433938,0.0141093474426808,0.0141093474426808,0.277987076774083,11708,"tags=42%, list=15%, signal=36%","BMP6/ATP6V1A/IREB2/FLVCR1/ATP6V0A2/PICALM/FTH1/ATP13A2/SLC39A14/FBXL5/GDF2/MYC/STEAP2/TFRC/BOLA2B/SLC46A1/ATP6AP1/BOLA1/CYBRD1/NCOA4/B2M/CP/BMPR1A/FTL/TFR2/HMOX1/SLC22A17/NDFIP1/STEAP4/SLC11A1/FRRS1/LCN2/SLC40A1"
"GO:0004553","MF","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds",91,-0.531111584809406,-1.44190669004282,0.00545454545454545,0.00545454545454545,0.192440232959983,11079,"tags=42%, list=14%, signal=36%","PGGHG/NEU2/MAN2A2/ADPRS/GBE1/MAN2C1/AMY1B/GLB1L/SI/MAN1B1/EDEM2/CTBS/GLB1/GANAB/MOGS/GM2A/MAN2B2/NAGLU/AMY1C/MAN2B1/IDUA/GLB1L2/AGL/HYAL2/MGAM2/EDEM3/GAA/CHIT1/GUSB/GBA1/NAGA/HYAL4/MAN1C1/MGAM/FUCA2/HYAL3/LYZ/KL"
"GO:0140467","BP","GO:0140467","integrated stress response signaling",53,-0.572231615118081,-1.44237741456541,0.0350262697022767,0.0350262697022767,0.415725084455735,13027,"tags=45%, list=17%, signal=38%","BOK/EIF2S1/FOS/EIF2AK1/AKT3/UBR4/ATF4/DDRGK1/CEBPA/ATAD3A/ABCA7/AKT1/JUN/HSPA5/NFE2L3/TMEM33/FOSL1/BATF3/IMPACT/BATF2/MAFB/MAF/CEBPB/CEBPD"
"GO:0045622","BP","GO:0045622","regulation of T-helper cell differentiation",50,-0.578066210493515,-1.44298629444307,0.0335097001763668,0.0335097001763668,0.408531413279948,6689,"tags=30%, list=9%, signal=27%","GATA3/HLX/ZC3H12A/JAK3/IL27/BCL6/RARA/SOCS5/IL4R/ASCL2/IL23R/SHB/PRKCZ/LOXL3/ZBTB7B"
"GO:0008940","MF","GO:0008940","nitrate reductase activity",3,-0.93187117458284,-1.44300406816339,0.0284552845528455,0.0284552845528455,0.387719846662608,340,"tags=100%, list=0%, signal=100%","GPHN/MTARC2"
"GO:0071641","BP","GO:0071641","negative regulation of macrophage inflammatory protein 1 alpha production",3,-0.931897698567552,-1.44304514059796,0.0284552845528455,0.0284552845528455,0.387719846662608,2035,"tags=100%, list=3%, signal=97%","SIRPA/MEFV"
"GO:0004499","MF","GO:0004499","N,N-dimethylaniline monooxygenase activity",5,-0.873541828652061,-1.44313972089814,0.0378486055776892,0.0378486055776892,0.430131807100114,4816,"tags=40%, list=6%, signal=38%","FMO1/FMO4"
